,AAA,ZZZi,A El,s,Mass #,dMass #,Exc #,dE #,Orig,Isom.Unc,Isom.Inv,T #,unit T,dT,Jpi */#/T=,Ensdf year,Discovery,BR,T in s
3341,58,652,158Tb,,69082.5     ,  1.3     , 388.39    ,  0.11    , ,,,400     ,us,40     ,7-            ,17,1961,IT=100,1.267523512561158e-11
3342,58,660,158Dy,,70407.2     ,  2.3     ,           ,          , ,,,stbl    ,  ,       ,0+            ,17,1938,IS=0.095 3;A ?;2B+ ?,unknown
3343,58,670,158Ho,,66187       , 27       ,           ,          , ,,, 11.3   , m,0.4    ,5+*           ,17,1961,B+~100;A ?,2.1484523537911628e-05
3344,58,671,158Ho,,66120       , 27       ,  67.20    ,  0.01    , ,,, 28     , m,2      ,2-*           ,17,1960,IT~91 6;B+~9 6,5.323598752756863e-05
3345,58,672,158Ho,,66095       , 27       ,  91.595   ,  0.012   , ,,,140     ,ns,25     ,(2-)          ,17,2005,IT=100,4.436332293964053e-15
3346,58,673,158Ho,,66010#      , 80#      , 180#      , 70#      , ,,, 21.3   , m,2.3    ,(9+)          ,17,1970,B+~100;IT ?,4.0497376226328996e-05
3347,58,680,158Er,,65304       , 25       ,           ,          , ,,,  2.29  , h,0.06   ,0+            ,17,1961,EC=100,0.00026123659593885466
3348,58,690,158Tm,,58703       , 25       ,           ,          , ,,,  3.98  , m,0.06   ,2-*           ,17,1970,B+=100,7.567115369990113e-06
3349,58,691,158Tm,,58600#      , 60#      , 100#      , 50#      , ,,,~20     , s,       ,5-#           ,17,1981,IT ?; EC ?,unknown
3350,58,700,158Yb,,56010       ,  8       ,           ,          , ,,,  1.49  , m,0.13   ,0+            ,17,1967,B+~100;A~0.0021 12,2.832915050574188e-06
3351,58,710,158Lu,,47212       , 15       ,           ,          , ,,, 10.6   , s,0.3    ,(2)-          ,17,1979,B+=99.09 20;A=0.91 20,3.358937308287068e-07
3352,58,720,158Hf,,42102       , 17       ,           ,          , ,,,  2.85  , s,0.07   ,0+            ,17,1965,B+=55.7 19;A=44.3 19,9.03110502699825e-08
3353,58,730,158Ta,,31120#      ,200#      ,           ,          , ,,, 49     ,ms,4      ,(2)-          ,17,1979,A~100;B+ ?,1.5527163028874185e-09
3354,58,731,158Ta,,30980#      ,200#      , 141       , 11       ,D,,, 36.0   ,ms,0.8    ,(9)+          ,17,1979,A=95 5;B+ ?;IT ?,1.1407711613050422e-09
3355,58,732,158Ta,,28310#      ,200#      ,2808       , 16       , ,,,  6.1   ,us,0.1    ,(19-)         ,17,2014,IT=98.6 2;A=1.4 2,1.932973356655766e-13
3356,58,740,158W,,23690#      ,300#      ,           ,          , ,,,  1.43  ,ms,0.18   ,0+            ,17,1981,A=100,4.531396557406139e-11
3357,58,741,158W,,21800#      ,300#      ,1889       ,  8       ,D,,,143     ,us,19     ,(8+)          ,17,1995,A=100;IT ?,4.53139655740614e-12
3358,59,580,159Ce,,31340#      ,500#      ,           ,          , ,,,        ,  ,       ,1/2-#         ,  ,    ,B- ?;B-n ?,unknown
3359,59,590,159Pr,,40770#      ,400#      ,           ,          , ,,,134     ,ms,43     ,3/2-#         ,17,2017,B-=100;B-n ?,4.246203767079879e-09
3360,59,600,159Nd,,49724       , 30       ,           ,          , ,,,500     ,ms,30     ,7/2+#         ,17,2012,B-=100;B-n ?,1.5844043907014474e-08
3361,59,610,159Pm,,56554       , 10       ,           ,          , ,,,  1.49  , s,0.13   ,(5/2-)        ,12,1998,B-=100,4.721525084290313e-08
3362,59,611,159Pm,,55089       , 10       ,1465.0     ,  0.5     , ,,,  4.42  ,us,0.17   ,17/2+#        ,  ,2015,IT=100,1.4006134813800797e-13
3363,59,620,159Sm,,62208       ,  6       ,           ,          , ,,, 11.37  , s,0.15   ,5/2-          ,12,1986,B-=100,3.602935584455091e-07
3364,59,621,159Sm,,60932       ,  6       ,1276.5     ,  0.8     , ,,,116     ,ns,8      ,(15/2+)       ,12,2009,IT=100,3.675818186427358e-15
3365,59,630,159Eu,,66043       ,  4       ,           ,          , ,,, 18.1   , m,0.1    ,5/2+*         ,12,1961,B-=100,3.441326336603544e-05
3366,59,640,159Gd,,68561.9     ,  1.0     ,           ,          , ,,, 18.479 , h,0.004  ,3/2-*         ,12,1949,B-=100,0.0021080310289755873
3367,59,650,159Tb,,69532.6     ,  1.1     ,           ,          , ,,,stbl    ,  ,       ,3/2+*         ,12,1933,IS=100,unknown
3368,59,660,159Dy,,69167.2     ,  1.4     ,           ,          , ,,,144.4   , d,0.2    ,3/2-*         ,12,1951,EC=100,0.39534565366187546
3369,59,661,159Dy,,68814.4     ,  1.4     , 352.77    ,  0.14    , ,,,122     ,us,3      ,11/2-         ,12,1965,IT=100,3.865946713311532e-12
3370,59,670,159Ho,,67330       ,  3       ,           ,          , ,,, 33.05  , m,0.11   ,7/2-*         ,12,1958,B+=100,6.28374781352194e-05
3371,59,671,159Ho,,67124       ,  3       , 205.91    ,  0.05    , ,,,  8.30  , s,0.08   ,1/2+          ,12,1966,IT=100,2.630111288564403e-07
3372,59,680,159Er,,64561       ,  4       ,           ,          , ,,, 36     , m,1      ,3/2-*         ,12,1962,B+=100,6.844626967830253e-05
3373,59,681,159Er,,64378       ,  4       , 182.602   ,  0.024   , ,,,337     ,ns,14     ,9/2+          ,12,1971,IT=100,1.0678885593327756e-14
3374,59,682,159Er,,64132       ,  4       , 429.05    ,  0.03    , ,,,590     ,ns,60     ,11/2-         ,12,1971,IT=100,1.869597181027708e-14
3375,59,690,159Tm,,60570       , 28       ,           ,          , ,,,  9.13  , m,0.16   ,5/2+*         ,12,1971,B+=100,1.7358734504525058e-05
3376,59,700,159Yb,,55834       , 18       ,           ,          , ,,,  1.67  , m,0.09   ,5/2-*         ,12,1975,B+=100,3.1751463989657004e-06
3377,59,710,159Lu,,49710       , 40       ,           ,          , ,,, 12.1   , s,1.0    ,1/2+          ,12,1980,B+~100;A= ?,3.8342586254975023e-07
3378,59,711,159Lu,,49610#      , 90#      , 100#      , 80#      , ,,, 10#    , s,       ,11/2-#        ,  ,    ,B+ ?;IT ?;A ?,3.168808781402895e-07
3379,59,720,159Hf,,42853       , 17       ,           ,          , ,,,  5.20  , s,0.10   ,7/2-          ,12,1973,B+=65 7;A=35 7,1.6477805663295054e-07
3380,59,730,159Ta,,34439       , 20       ,           ,          , ,,,  1.04  , s,0.09   ,1/2+          ,12,1979,B+=66 5;A=34 5,3.295561132659011e-08
3381,59,731,159Ta,,34375       , 19       ,  64       ,  5       ,D,,,560     ,ms,60     ,11/2-         ,12,1994,A=55 1;B+=45 1,1.774532917585621e-08
3382,59,740,159W,,25430#      ,300#      ,           ,          , ,,,  8.2   ,ms,0.7    ,7/2-#         ,12,1981,A~100;B+ ?,2.5984232007503733e-10
3383,59,750,159Re,,14810#      ,310#      ,           ,          , ,,, 40#    ,us,       ,1/2+#         ,  ,2006,p ?;A ?,1.2675235125611579e-12
3384,59,751,159Re,,14600#      ,300#      , 210#      , 50#      , ,,, 20     ,us,4      ,11/2-         ,12,2006,p=92.5 35;A=7.5 35,6.337617562805789e-13
3385,60,590,160Pr,,36200#      ,400#      ,           ,          , ,,,170     ,ms,140    ,1+#           ,17,2017,B-=100;B-n ?,5.386974928384921e-09
3386,60,600,160Nd,,46720       , 50       ,           ,          , ,,,439     ,ms,37     ,0+            ,17,1985,B-=100;B-n ?,1.3911070550358708e-08
3387,60,601,160Nd,,45610       , 50       ,1107.9     ,  0.9     , ,,,  1.63  ,us,0.21   ,(4-)          ,17,2016,IT=100,5.165158313686718e-14
3388,60,610,160Pm,,52894.6     ,  2.0     ,           ,          , ,,,725     ,ms,57     ,6-#           ,17,2012,B-=100;B-n ?,2.2973863665170987e-08
3389,60,611,160Pm,,52704       , 11       , 191       , 11       ,D,,,700     ,ms,       ,1-#           ,  ,2020,B- ?; IT ?;B-n ?,2.2181661469820265e-08
3390,60,620,160Sm,,60233.2     ,  2.0     ,           ,          , ,,,  9.6   , s,0.3    ,0+            ,05,1986,B-=100,3.042056430146779e-07
3391,60,621,160Sm,,58871.9     ,  2.0     ,1361.3     ,  0.4     , ,,,120     ,ns,46     ,(5-)          ,  ,2009,IT=100,3.802570537683474e-15
3392,60,622,160Sm,,57475.9     ,  2.0     ,2757.3     ,  0.4     , ,,,  1.8   ,us,0.4    ,(11+)         ,  ,2016,IT=100,5.703855806525211e-14
3393,60,630,160Eu,,63493.4     ,  0.9     ,           ,          , ,,, 42.6   , s,0.5    ,(5-)          ,05,1973,B-=100,1.3499125408776332e-06
3394,60,631,160Eu,,63400.4     ,  0.8     ,  93.0     ,  1.2     ,D,,, 30.8   , s,0.5    ,(1-)          ,05,2016,B-=100,9.759931046720917e-07
3395,60,640,160Gd,,67942.1     ,  1.1     ,           ,          , ,,,stbl    ,  ,>31Ey  ,0+            ,05,1933,IS=21.86 3;2B- ?,unknown
3396,60,650,160Tb,,67836.5     ,  1.1     ,           ,          , ,,, 72.3   , d,0.2    ,3-*           ,05,1943,B-=100,0.1979466119096509
3397,60,660,160Dy,,69672.4     ,  0.7     ,           ,          , ,,,stbl    ,  ,       ,0+            ,05,1938,IS=2.329 18,unknown
3398,60,670,160Ho,,66382       , 15       ,           ,          , ,,, 25.6   , m,0.3    ,5+*           ,05,1950,B+=100,4.8672902882348466e-05
3399,60,671,160Ho,,66322       , 15       ,  59.98    ,  0.03    , ,,,  5.02  , h,0.05   ,2-*           ,05,1955,IT=73 3;B+=27 3,0.0005726671229751312
3400,60,672,160Ho,,66185       , 22       , 197       , 16       , ,,, ~3     , s,       ,(9+)          ,05,1988,IT=100,unknown
3401,60,680,160Er,,66064       , 24       ,           ,          , ,,, 28.58  , h,0.09   ,0+            ,05,1954,EC=100,0.0032603239790098106
3402,60,690,160Tm,,60300       , 30       ,           ,          , ,,,  9.4   , m,0.3    ,1-*           ,05,1970,B+=100,1.787208152711233e-05
3403,60,691,160Tm,,60230       , 30       ,  67       , 14       , ,,, 74.5   , s,1.5    ,(5+)          ,05,1983,IT=85 5;B+=15 5,2.3607625421451567e-06
3404,60,692,160Tm,,60090#      , 60#      , 215#      , 52#      , ,,,200     ,ns,       ,(8)           ,05,1986,IT=100,6.33761756280579e-15
3405,60,700,160Yb,,58163       ,  5       ,           ,          , ,,,  4.8   , m,0.2    ,0+            ,05,1967,B+=100,9.126169290440336e-06
3406,60,710,160Lu,,50270       , 60       ,           ,          , ,,, 36.1   , s,0.3    ,2-#           ,05,1979,B+=100;A ?,1.1439399700864451e-06
3407,60,711,160Lu,,50270#      ,120#      ,   0#      ,100#      , ,,, 40     , s,1      ,              ,05,1980,B+~100;A ?,1.267523512561158e-06
3408,60,720,160Hf,,45939       , 10       ,           ,          , ,,, 13.6   , s,0.2    ,0+            ,05,1973,B+=99.3 2;A=0.7 2,4.3095799427079365e-07
3409,60,730,160Ta,,35820       , 50       ,           ,          , ,,,  1.70  , s,0.20   ,(2)-          ,05,1979,B+ ?;A=?,5.3869749283849206e-08
3410,60,731,160Ta,,35710       ,240       , 110       ,250       , ,,,  1.55  , s,0.04   ,"(9,10)+       ",05,1979,B+ ?;A=?,4.911653611174487e-08
3411,60,740,160W,,29330       ,150       ,           ,          , ,,, 90     ,ms,5      ,0+            ,05,1979,A=87 8;B+ ?,2.8519279032626053e-09
3412,60,750,160Re,,16880#      ,300#      ,           ,          , ,,,611     ,us,7      ,(4-)          ,05,1992,p=89 1;A=11 1,1.9361421654371688e-11
3413,60,751,160Re,,16700#      ,300#      , 177       , 15       , ,,,  2.8   ,us,0.1    ,(9+)          ,  ,2011,IT=100,8.872664587928106e-14
3414,61,590,161Pr,,32490#      ,500#      ,           ,          , ,,, 90#    ,ms,>550ns ,3/2-#         ,  ,2018,B- ?;B-n ?,2.8519279032626053e-09
3415,61,600,161Nd,,42230#      ,400#      ,           ,          , ,,,215     ,ms,76     ,1/2-#         ,17,2012,B-=100;B-n ?,6.812938880016224e-09
3416,61,610,161Pm,,50087       ,  9       ,           ,          , ,,,  1.05  , s,0.15   ,(5/2-)        ,17,2012,B-=100;B-n ?,3.32724922047304e-08
3417,61,611,161Pm,,49121       ,  9       , 965.9     ,  0.9     , ,,,  0.89  ,us,0.09   ,(13/2+)       ,17,2015,IT=100,2.8202398154485767e-14
3418,61,620,161Sm,,56672       ,  7       ,           ,          , ,,,  4.8   , s,0.4    ,7/2+#         ,11,1998,B-=100,1.5210282150733894e-07
3419,61,621,161Sm,,55284       ,  7       ,1388.1     ,  0.6     , ,,,  2.6   ,us,0.4    ,(17/2-)       ,  ,2017,IT=100,8.238902831647527e-14
3420,61,630,161Eu,,61792       , 10       ,           ,          , ,,, 26.2   , s,2.3    ,5/2+#         ,11,1986,B-=100,8.302279007275584e-07
3421,61,640,161Gd,,65506.1     ,  1.5     ,           ,          , ,,,  3.646 , m,0.003  ,5/2-          ,11,1949,B-=100,6.932086090196973e-06
3422,61,650,161Tb,,67461.8     ,  1.2     ,           ,          , ,,,  6.948 , d,0.005  ,3/2+*         ,11,1949,B-=100,0.01902258726899384
3423,61,660,161Dy,,68055.5     ,  0.7     ,           ,          , ,,,stbl    ,  ,       ,5/2+*         ,11,1934,IS=18.889 42,unknown
3424,61,661,161Dy,,67569.9     ,  0.7     , 485.56    ,  0.16    , ,,,760     ,ns,170    ,11/2-         ,11,2012,IT=100,2.4082946738662003e-14
3425,61,670,161Ho,,67196.3     ,  2.2     ,           ,          , ,,,  2.48  , h,0.05   ,7/2-*         ,11,1954,EC=100,0.00028291124800365044
3426,61,671,161Ho,,66985.2     ,  2.2     , 211.15    ,  0.03    , ,,,  6.76  , s,0.07   ,1/2+          ,11,1965,IT=100,2.1421147362283567e-07
3427,61,680,161Er,,65201       ,  9       ,           ,          , ,,,  3.21  , h,0.03   ,3/2-*         ,11,1954,B+=100,0.0003661875427789185
3428,61,681,161Er,,64805       ,  9       , 396.44    ,  0.04    , ,,,  7.5   ,us,0.7    ,11/2-         ,11,1969,IT=100,2.376606586052171e-13
3429,61,690,161Tm,,61899       , 28       ,           ,          , ,,, 30.2   , m,0.8    ,7/2+*         ,11,1959,B+=100,5.7418815119020456e-05
3430,61,691,161Tm,,61891       , 28       ,   7.51    ,  0.24    , ,,,  5#    , m,       ,(1/2+)        ,11,1981,B+ ?;IT ?,9.506426344208684e-06
3431,61,692,161Tm,,61821       , 28       ,  78.20    ,  0.03    , ,,,110     ,ns,3      ,7/2-          ,11,1981,IT=100,3.4856896595431846e-15
3432,61,700,161Yb,,57834       , 15       ,           ,          , ,,,  4.2   , m,0.2    ,3/2-*         ,11,1974,B+=100,7.985398129135295e-06
3433,61,710,161Lu,,52562       , 28       ,           ,          , ,,, 77     , s,2      ,1/2+*         ,11,1973,B+=100,2.439982761680229e-06
3434,61,711,161Lu,,52380#      , 28#      , 182#      ,  5#      , ,,,  7.3   ,ms,0.4    ,(9/2-)        ,11,1973,IT~100;B+ ?,2.313230410424113e-10
3435,61,720,161Hf,,46316       , 23       ,           ,          , ,,, 18.4   , s,0.4    ,(7/2-)        ,15,1973,B+=99.71 5;A=0.29 5,5.830608157781326e-07
3436,61,721,161Hf,,45987       , 23       , 329.0     ,  0.5     , ,,,  4.8   ,us,0.2    ,(13/2+)       ,15,2014,IT=100,1.5210282150733896e-13
3437,61,730,161Ta,,38779       , 24       ,           ,          , ,,,  3#    , s,       ,(1/2+)        ,11,1979,B+ ?;A ?,9.506426344208684e-08
3438,61,731,161Ta,,38717       , 12       ,  61       , 23       ,D,,,  3.08  , s,0.11   ,(11/2-)       ,11,1979,B+=93 3;A=7 3,9.759931046720916e-08
3439,61,740,161W,,30510#      ,200#      ,           ,          , ,,,409     ,ms,16     ,7/2-#         ,11,1973,A=73 3;B+=27 3,1.296042791593784e-08
3440,61,750,161Re,,20840       ,150       ,           ,          , ,,,440     ,us,1      ,1/2+          ,11,1979,p~100;A ?,1.3942758638172738e-11
3441,61,751,161Re,,20720       ,150       , 123.7     ,  1.3     ,T,,, 14.7   ,ms,0.3    ,11/2-         ,11,1979,A=93.0 3;p=7.0 3,4.658148908662255e-10
3442,61,760,161Os,,10200#      ,400#      ,           ,          , ,,,640     ,us,60     ,(7/2-)        ,11,2010,A~100,2.0280376200978526e-11
3443,62,600,162Nd,,39010#      ,400#      ,           ,          , ,,,310     ,ms,200    ,0+            ,17,2012,B-=100,9.823307222348974e-09
3444,62,610,162Pm,,46040#      ,300#      ,           ,          , ,,,630     ,ms,180    ,2+#           ,17,2012,B-=100;B-n ?,1.9963495322838237e-08
3445,62,620,162Sm,,54379       ,  4       ,           ,          , ,,,  2.7   , s,0.3    ,0+            ,07,2005,B-=100,8.555783709787816e-08
3446,62,621,162Sm,,53370       ,  4       ,1009.4     ,  0.5     , ,,,  1.78  ,us,0.07   ,(4-)          ,  ,2017,IT=100,5.6404796308971535e-14
3447,62,630,162Eu,,58722.9     ,  1.3     ,           ,          , ,,,~10     , s,       ,1+#           ,07,1987,B-=100,unknown
3448,62,631,162Eu,,58565.0     ,  1.3     , 158.0     ,  1.7     ,D,,, 15.0   , s,0.5    ,(6+)          ,07,2016,B-=100,4.7532131721043423e-07
3449,62,640,162Gd,,64281       ,  4       ,           ,          , ,,,  8.4   , m,0.2    ,0+            ,07,1967,B-=100,1.597079625827059e-05
3450,62,650,162Tb,,65879.5     ,  2.0     ,           ,          , ,,,  7.60  , m,0.15   ,(1-)          ,16,1965,B-=100,1.44497680431972e-05
3451,62,651,162Tb,,65594.0     ,  2.5     , 286       ,  3       , ,,, 10#    , m,       ,4-#           ,  ,2020,B- ?; IT ?,1.901285268841737e-05
3452,62,660,162Dy,,68181.2     ,  0.7     ,           ,          , ,,,stbl    ,  ,       ,0+            ,07,1934,IS=25.475 36,unknown
3453,62,661,162Dy,,65993.1     ,  0.8     ,2188.1     ,  0.3     , ,,,  8.3   ,us,0.3    ,8+            ,  ,2011,IT=100,2.630111288564403e-13
3454,62,670,162Ho,,66041       ,  3       ,           ,          , ,,, 15.0   , m,1.0    ,1+*           ,07,1957,B+=100,2.8519279032626055e-05
3455,62,671,162Ho,,65935       ,  3       , 105.87    ,  0.06    , ,,, 67.0   , m,0.7    ,6-*           ,07,1961,IT=62;B+=38,0.00012738611301239637
3456,62,680,162Er,,66334.2     ,  0.8     ,           ,          , ,,,stbl    ,  ,>140Ty ,0+            ,07,1938,IS=0.139 5;A ?;2B+ ?,unknown
3457,62,681,162Er,,64308.2     ,  0.8     ,2026.01    ,  0.13    , ,,, 88     ,ns,16     ,7(-)          ,07,1974,IT=100,2.7885517276345477e-15
3458,62,690,162Tm,,61477       , 26       ,           ,          , ,,, 21.70  , m,0.19   ,1-*           ,07,1963,B+=100,4.125789033386569e-05
3459,62,691,162Tm,,61350       , 50       , 130       , 40       , ,,, 24.3   , s,1.7    ,5+            ,07,1974,IT=81 4;B+=19 4,7.700205338809034e-07
3460,62,700,162Yb,,59821       , 15       ,           ,          , ,,, 18.87  , m,0.19   ,0+            ,07,1963,B+=100,3.587725302304358e-05
3461,62,710,162Lu,,52830       , 80       ,           ,          , ,,,  1.37  , m,0.02   ,1-*           ,07,1978,B+=100,2.60476081831318e-06
3462,62,711,162Lu,,52710#      ,220#      , 120#      ,200#      , ,,,  1.5   , m,       ,4-#           ,07,1980,B+~100;IT ?,2.8519279032626055e-06
3463,62,712,162Lu,,52530#      ,220#      , 300#      ,200#      ,U,,,  1.9   , m,       ,9-#           ,07,1980,B+ ?;IT ?,3.6124420107993e-06
3464,62,720,162Hf,,49168       ,  9       ,           ,          , ,,, 39.4   , s,0.9    ,0+            ,07,1982,B+=99.992 1;A=0.008 1,1.2485106598727404e-06
3465,62,730,162Ta,,39780       , 60       ,           ,          , ,,,  3.57  , s,0.12   ,3-#           ,16,1985,B+=99.926 10;A=0.074 10,1.1312647349608333e-07
3466,62,731,162Ta,,39660#      , 80#      , 120#      , 50#      , ,,,  5#    , s,       ,7+#           ,  ,    ,B+ ?;IT ?;A ?,1.5844043907014474e-07
3467,62,740,162W,,33999       , 18       ,           ,          , ,,,  1.19  , s,0.12   ,0+            ,16,1973,B+ ?;A=45.2 16,3.7708824498694447e-08
3468,62,750,162Re,,22450#      ,200#      ,           ,          , ,,,107     ,ms,13     ,(2)-          ,07,1979,A=94 6;B+ ?,3.3906253961010975e-09
3469,62,751,162Re,,22280#      ,200#      , 175       ,  9       ,D,,, 77     ,ms,9      ,(9)+          ,07,1979,A=91 5;B+ ?,2.439982761680229e-09
3470,62,760,162Os,,14500#      ,300#      ,           ,          , ,,,  2.1   ,ms,0.1    ,0+            ,07,1989,A=100,6.654498440946079e-11
3471,63,600,163Nd,,34080#      ,500#      ,           ,          , ,,, 80#    ,ms,>550ns ,5/2-#         ,  ,2018,B- ?;B-n ?,2.5350470251223157e-09
3472,63,610,163Pm,,42960#      ,400#      ,           ,          , ,,,255     ,ms,25     ,5/2-#         ,17,2012,B-=100;B-n ?,8.080462392577381e-09
3473,63,620,163Sm,,50600       ,  7       ,           ,          , ,,,  1.3   , s,0.5    ,1/2-#         ,17,2012,B-=100,4.1194514158237636e-08
3474,63,630,163Eu,,56573.8     ,  0.9     ,           ,          , ,,,  7.7   , s,0.4    ,5/2+#         ,10,2007,B-=100,2.439982761680229e-07
3475,63,631,163Eu,,55609.3     ,  1.0     , 964.5     ,  0.5     , ,,,911     ,ns,24     ,(13/2-)       ,  ,2017,IT=100,2.8867847998580376e-14
3476,63,640,163Gd,,61388.6     ,  0.8     ,           ,          , ,,, 68     , s,3      ,7/2+          ,10,1982,B-=100,2.1547899713539685e-06
3477,63,641,163Gd,,61250.4     ,  0.8     , 138.22    ,  0.20    , ,,, 23.5   , s,1.0    ,1/2-          ,  ,2014,IT= ?;B- ?,7.446700636296802e-07
3478,63,650,163Tb,,64596       ,  4       ,           ,          , ,,, 19.5   , m,0.3    ,3/2+          ,10,1966,B-=100,3.707506274241387e-05
