,Beta-decay energy (keV),Half life (years),Isotope,Beta-decay fraction,Average beta decay energy,Half life (seconds),Power density (W/g),Evaluation,Half life (log(years))
0,*,4.753213172104343e-12,169Au,0.0,unknown,0.00015000000000000001,unknown,0.0,-26.072200269290974
1,736.032,1.0330316627373438e-09,217At,8e-05,6483,0.0326,1441277446.8785045,0.0,-20.69076799603243
2,6771.0748,2.715669125662281e-07,91Kr,1.0,unknown,8.57,unknown,0.0,-15.119057272813267
3,-4356.1019,unknown,72Ge,0.0,unknown,unknown,unknown,0.0,0.0
4,12688.9049,1.6097548609526707e-08,70Co,1.0,unknown,0.508,unknown,0.0,-17.94459883682661
5,-2208.6274,unknown,50Ti,0.0,unknown,unknown,unknown,0.0,0.0
6,-8882.5343,1.6160924785154763e-05,134Nd,0.0,unknown,509.99999999999994,unknown,0.0,-11.032914279704585
7,*,2.5350470251223157e-09,94Cd,0.0,unknown,0.07999999999999999,unknown,0.0,-19.79305364973121
8,6145.7062,1.5210282150733894e-07,158Pm,1.0,unknown,4.8,unknown,0.0,-15.69870908750911
9,-2519.3805,unknown,172Yb,0.0,unknown,unknown,unknown,0.0,0.0
10,7079.0,1.9012852688417368e-08,215Hg,0.0,unknown,0.6,unknown,0.0,-17.778150629188946
11,-416.7716,7.91e+20,130Te,0.0,unknown,2.49620616e+28,unknown,0.0,48.11982964166047
12,558.5262,0.047638603696098555,230Pa,0.078,33.8,1503359.9999999998,3.268756259045823,1.4044781796085495e-121,-3.0441118444103257
13,11509.4607,4.360280883210383e-07,11Be,1.0,unknown,13.759999999999998,unknown,0.0,-14.645559172917759
14,-580.5356,unknown,137Ba,0.0,3.67,unknown,unknown,0.0,0.0
15,-2814.5118,0.00018594569929272187,208At,0.0,unknown,5868.0,unknown,0.0,-8.590055866160084
16,-3697.0,1.4893401272593605e-07,261Db,0.0,unknown,4.699999999999999,unknown,0.0,-15.719762496706943
17,-3498.5554,5.2887418561614316e-11,215Ra,0.0,unknown,0.001669,unknown,0.0,-23.662855639725397
18,2385.0,2.88995360863944e-05,175Tm,1.0,72,912.0,15079.652925093127,7.33699656630212e-33,-10.451685015348625
19,11650.0,1.3625877760032448e-09,112Zr,1.0,unknown,0.043,unknown,0.0,-20.41388016871153
20,-5242.6308,3.3272492204730397e-09,216Pa,0.0,unknown,0.105,unknown,0.0,-19.52111993424757
21,5410.0,6.971379319086369e-09,208Pt,0.0,unknown,0.22,unknown,0.0,-18.78145273805273
22,-2273.0239,0.23600273785078713,83Rb,0.0,1.5,7447680.0,0.08114259682363971,0.0,-1.4439118729611615
23,-3878.0,unknown,110Cd,0.0,unknown,unknown,unknown,0.0,0.0
24,-9864.2673,6.084112860293558e-07,172Os,0.0,unknown,19.2,unknown,0.0,-14.31241472638922
25,-3063.619,3.327249220473039e-05,167Yb,0.0,302.3,1049.9999999999998,57629.626062770636,0.0,-10.310779562271387
26,-6650.4226,1.901285268841737e-09,188Bi,0.0,unknown,0.06,unknown,0.0,-20.080735722182993
27,14840.0,1.5844043907014473e-10,64Ti,0.0,unknown,0.004999999999999999,unknown,0.0,-22.56564237197099
28,274.0882,0.06600136892539356,234Th,1.0,21.5,2082844.7999999998,1.475103128933757,5.311851563649096e-10,-2.7180797958769674
29,21390.0,1.901285268841737e-10,41Al,0.0,unknown,0.006,unknown,0.0,-22.383320815177036
30,-18114.0,7.114926356883919e-08,26Si,0.0,unknown,2.2452999999999994,unknown,0.0,-16.458485862866937
31,3634.7623,4.7532131721043423e-07,99Nb,1.0,unknown,15.0,unknown,0.0,-14.559274804320745
32,-712.0,1.901285268841737e-06,275Bh,0.0,unknown,60.0,unknown,0.0,-13.172980443200855
33,4546.9906,5.513727279641037e-06,207Hg,1.0,unknown,173.99999999999997,unknown,0.0,-12.108269706208427
34,11719.3136,9.823307222348974e-09,83Ga,1.0,unknown,0.31,unknown,0.0,-18.438507986925902
35,9771.7071,7.760412705655689e-08,15C,1.0,unknown,2.449,unknown,0.0,-16.371645227452927
36,21750.3873,7.922021953507237e-11,29F,1.0,unknown,0.0024999999999999996,unknown,0.0,-23.25878955253094
37,-3544.171,0.04082135523613963,205Bi,0.0,460,1288224.0,58.246419301291894,0.0,-3.1985499218541618
38,-5749.2803,0.024093086926762493,206Po,0.0,unknown,760320.0,unknown,0.0,-3.725830329146648
39,6261.6865,5.7101934240880165e-08,143Cs,1.0,unknown,1.8019999999999998,unknown,0.0,-16.67842784623681
40,-6399.9479,5.386974928384921e-06,205Rn,0.0,unknown,170.0,unknown,0.0,-12.131526568372694
41,3200.0,1.6794686541435342e-06,171Ho,1.0,unknown,52.99999999999999,unknown,0.0,-13.297033091870833
42,3435.9426,2.9336831698228e-06,53V,1.0,unknown,92.58,unknown,0.0,-12.739251869819832
43,*,unknown,26S,0.0,unknown,unknown,unknown,0.0,0.0
44,-6363.0084,4.6898369964762845e-07,207Fr,0.0,unknown,14.799999999999999,unknown,0.0,-14.572697824652886
45,934.1107,0.037152635181382614,143Pr,1.0,315.1,1172448.0,62.84567737446371,2.2813525060112012e-10,-3.2927205767840313
46,2660.0,4.753213172104342e-06,201Pt,1.0,unknown,150.0,unknown,0.0,-12.2566897113267
47,-73.1143,0.0813,244Pu,0.0,9.89,2565632.88,0.5282854606138414,0.0,-2.509609262428372
48,-7027.0566,7.186858316221765e-06,77Rb,0.0,556,226.79999999999995,1063002.5423659282,0.0,-11.843256433569358
49,-6061.793,4.837820366567799e-08,34Cl,0.0,2052.57,1.5266999999999997,1062814183.4744937,0.0,-16.844216462142196
50,-656.0967,1.8791036073719167e-11,217Rn,0.0,unknown,0.000593,unknown,0.0,-24.697641164389506
51,-6494.6267,5.3869749283849206e-08,160Ta,0.0,unknown,1.6999999999999997,unknown,0.0,-16.736696754360786
52,593.7166,0.01902258726899384,161Tb,1.0,10.6,600307.2000000001,3.667439435885845,6.288102784112159e-14,-3.96212820225195
53,23940.0,1.267523512561158e-10,43Al,0.0,unknown,0.004,unknown,0.0,-22.788785923285204
54,-3037.6667,unknown,166Er,0.0,unknown,unknown,unknown,0.0,0.0
55,3695.4973,0.00029419347478895733,56Mn,1.0,73.6,9284.039999999999,4733.619405390361,2.656180740811213e-25,-8.131272929550189
56,-6147.4775,0.095854893908282,37Ar,0.0,2.38,3024950.4,0.7110721834304125,0.0,-2.344919752804519
57,-581.2819,unknown,186W,0.0,unknown,unknown,unknown,0.0,0.0
58,-5883.0463,3.263873044844982e-10,262Sg,0.0,unknown,0.0103,unknown,0.0,-21.842936389169502
59,*,1.901285268841737e-10,211Pa,0.0,unknown,0.006,unknown,0.0,-22.383320815177036
60,*,3.168808781402895e-12,226Am,0.0,unknown,0.0001,unknown,0.0,-26.477665377399138
61,-8797.4201,2.832915050574188e-06,158Yb,0.0,unknown,89.4,unknown,0.0,-12.774204323243488
62,282.2749,49700000000.0,87Rb,1.0,81.7,1.56841272e+18,0.0,0.0,24.629270770048993
63,*,3.1688087814028947e-10,292Ts,0.0,unknown,0.009999999999999998,unknown,0.0,-21.872495191411048
64,904.363,0.00012196744999619743,249Cm,1.0,65,3849.0,2267.6903839850424,1.1105428249240631e-28,-9.01175635213921
65,11563.897,6.385149694526833e-09,96Rb,1.0,unknown,0.20149999999999998,unknown,0.0,-18.869290903018356
66,-5888.3439,1.1946409105888913e-08,196At,0.0,unknown,0.377,unknown,0.0,-18.242835096957084
67,6918.0432,3.168808781402895e-07,51Ca,1.0,unknown,10.0,unknown,0.0,-14.96473991242891
68,5556.9381,4.975029786802545e-08,72Ni,1.0,unknown,1.57,unknown,0.0,-16.81624938606274
69,1967.9913,8.592,154Eu,0.99982,34.5,271142899.2,0.02762847403685352,4.2247219165106755e-05,2.150831537766509
70,*,5.640479630897153e-10,131Eu,0.0,unknown,0.0178,unknown,0.0,-21.295881827107053
71,4293.475,4.879965523360458e-07,192Re,1.0,unknown,15.4,unknown,0.0,-14.532957496003373
72,-8957.0,5.70385580652521e-07,115Xe,0.0,unknown,17.999999999999996,unknown,0.0,-14.37695324752679
73,2308.4632,0.00015767358734504526,139Ba,1.0,277,4975.8,13391.479732949421,5.115642159071755e-27,-8.754983564737742
74,-2159.6062,1.2833675564681724e-06,142Pm,0.0,670,40.5,3862576.3784458325,0.0,-13.566023031310463
75,-4373.7764,9.221233553882424e-08,116I,0.0,unknown,2.9099999999999997,unknown,0.0,-16.199171924239554
76,-11227.0,1.0203564276117322e-10,107Te,0.0,unknown,0.00322,unknown,0.0,-23.005698924848776
77,-8694.035,0.0019997718457677393,55Co,0.0,94.53,63108.00000000001,910.7033432181806,0.0,-6.2147221820456116
78,1916.7271,0.0005063883185033082,105Ru,1.0,54.1,15980.4,1078.121398396053,4.661622439092188e-24,-7.588206755126857
79,7219.674,4.3729561183359946e-08,103Zr,1.0,unknown,1.38,unknown,0.0,-16.945241506253844
80,15220.0,1.2865363652495753e-09,130Ag,1.0,unknown,0.0406,unknown,0.0,-20.471312217797404
81,1853.8057,0.0030586356376910793,166Ho,1.0,8.2,96523.2,17.113122449694522,1.310844611360785e-19,-5.789786332483043
82,-5916.7727,9.696554871092858e-06,127La,0.0,unknown,305.99999999999994,unknown,0.0,-11.543739903470575
83,*,2.2181661469820262e-08,264Hs,0.0,unknown,0.6999999999999998,unknown,0.0,-17.62399994936169
84,-1166.0,unknown,177Hf,0.0,6.18,unknown,unknown,0.0,0.0
85,-6576.0,1.568560346794433e-10,260Sg,0.0,unknown,0.0049499999999999995,unknown,0.0,-22.575692707824494
86,*,3.168808781402895e-07,232Cm,0.0,unknown,10.0,unknown,0.0,-14.96473991242891
87,2001.5652,0.00010871549167237052,49Sc,1.0,69,3430.7999999999997,13723.677466810548,2.677946998659113e-28,-9.12677625630669
88,4028.3686,5.989048596851471e-07,167Tb,1.0,unknown,18.9,unknown,0.0,-14.32816308335736
89,-15120.0,1.7745329175856211e-09,79Zr,0.0,unknown,0.056,unknown,0.0,-20.149728593669945
90,-6676.988,9.443050168580627e-07,177Ir,0.0,unknown,29.799999999999997,unknown,0.0,-13.872816611911597
91,8157.9729,1.6129236697340734e-07,78Ga,1.0,unknown,5.09,unknown,0.0,-15.640047174860525
92,-2913.0,2.4906837021826755e-06,232Am,0.0,unknown,78.6,unknown,0.0,-12.902953305987795
93,-9387.0211,1.2485106598727404e-06,162Hf,0.0,unknown,39.39999999999999,unknown,0.0,-13.593559189119068
94,3638.0,2.7568636398205184e-07,219Bi,1.0,unknown,8.7,unknown,0.0,-15.104001979762417
95,-14051.0,4.21451567926585e-09,67Se,0.0,unknown,0.13299999999999998,unknown,0.0,-19.28473115618334
96,-5712.4729,2.8519279032626055e-05,195Pb,0.0,600,900.0,114278.27226695268,0.0,-10.464930242098646
97,2492.0392,0.0002083998783177428,41Ar,1.0,294.1,6576.599999999999,36470.65958825314,1.2975476222673698e-25,-8.476051831973223
98,-1900.4257,0.007748117727583847,191Pt,0.0,6.287,244512.0,4.501591311383369,0.0,-4.860305338975663
99,5173.533,3.5015337034501986e-08,108Mo,1.0,unknown,1.1049999999999998,unknown,0.0,-17.16747967045324
100,-6494.0723,1.175628057900474e-06,153Er,0.0,unknown,37.1,unknown,0.0,-13.653708035809567
101,*,4.119451415823763e-10,109Xe,0.0,unknown,0.013,unknown,0.0,-21.610130926943555
102,3197.3515,3.4736481861738533e-05,141Ba,1.0,148,1096.2,32009.01208798357,6.785141603863185e-32,-10.26772007281094
103,-10060.0,2.3449184982381423e-07,95Pd,0.0,unknown,7.3999999999999995,unknown,0.0,-15.265845005212832
104,-7074.703,0.009938398357289527,100Pd,0.0,2.39,313632.0,2.5482017986304686,0.0,-4.611349402354049
105,1710.6608,0.039066392881587954,32P,1.0,694.9,1232841.6,589.0086804258011,3.195569018711397e-09,-3.2424926986823706
106,1044.1542,0.03491690622861054,140Ba,1.0,136,1101893.76,29.480020205260086,6.513491182141174e-11,-3.354784147908943
107,*,2.2815423226100843e-12,108Xe,0.0,unknown,7.2e-05,unknown,0.0,-26.806169444371175
108,8261.5231,1.3806499860572412e-07,89Br,1.0,unknown,4.356999999999999,unknown,0.0,-15.79554125828765
109,-14783.0,2.018531193753644e-06,64Ge,0.0,unknown,63.699999999999996,unknown,0.0,-13.113140442844838
110,7280.0,6.33761756280579e-08,194Ta,0.0,unknown,1.9999999999999998,unknown,0.0,-16.57417782486301
111,-6388.0,9.538114432022715e-07,80Y,0.0,unknown,30.1,unknown,0.0,-13.862799833668126
112,-5535.0,3.168808781402895e-09,269Mt,0.0,unknown,0.09999999999999999,unknown,0.0,-19.569910098417
113,702.6122,0.0009301848049281314,180Ta,0.15,185.8,29354.4,1175.8492149709775,2.6793624429904404e-104,-6.980127276581693
114,-13700.0,2.883615991076634e-07,94Pd,0.0,unknown,9.099999999999998,unknown,0.0,-15.059050591900151
115,5760.318,1.2168225720587115e-06,41Cl,1.0,unknown,38.4,unknown,0.0,-13.619267545829274
116,-8272.0,9.506426344208684e-08,161Ta,0.0,unknown,2.9999999999999996,unknown,0.0,-16.168712716754847
117,13522.0,3.263873044844982e-09,135In,1.0,unknown,0.103,unknown,0.0,-19.54035129617546
118,6755.0,1.4893401272593605e-06,206Au,1.0,unknown,46.99999999999999,unknown,0.0,-13.417177403712897
119,-25460.0,1.172459249119071e+19,5Li,0.0,unknown,3.7e+26,unknown,0.0,43.90822023207241
120,20930.0,3.1688087814028947e-10,50Cl,0.0,unknown,0.009999999999999998,unknown,0.0,-21.872495191411048
121,*,1.9012852688417367e-07,240Es,0.0,unknown,5.999999999999999,unknown,0.0,-15.475565536194901
122,-6916.2074,1.052044515425761e-07,146Ho,0.0,unknown,3.3199999999999994,unknown,0.0,-16.06736022249456
123,-2547.0,6.33761756280579e-08,278Hs,0.0,unknown,1.9999999999999998,unknown,0.0,-16.57417782486301
124,12484.3497,1.9012852688417368e-08,82Ga,1.0,unknown,0.6,unknown,0.0,-17.778150629188946
125,25523.0,unknown,36Na,0.0,unknown,unknown,unknown,0.0,0.0
126,-12451.0,2.8519279032626053e-09,160W,0.0,unknown,0.09,unknown,0.0,-19.67527061407483
127,-3794.6493,0.0004697695642254164,149Tb,0.0,3967,14824.800000000001,60052.860710581735,0.0,-7.663268272373156
128,2.4667,41600000000.0,187Re,1.0,0.66,1.31279616e+18,0.0,0.0,24.45136600421363
129,6760.4051,6.33761756280579e-09,56Ti,1.0,unknown,0.19999999999999998,unknown,0.0,-18.876762917857057
130,-11221.0593,8.565290136132026e-09,28P,0.0,unknown,0.27030000000000004,unknown,0.0,-18.57554783112269
131,-5909.4836,6.2742413871777315e-06,125Ba,0.0,unknown,197.99999999999997,unknown,0.0,-11.979057974728422
132,7595.4023,4.1194514158237636e-08,29Mg,1.0,unknown,1.3,unknown,0.0,-17.004960740955465
133,-5840.8951,1.5590539204502242e-06,90Tc,0.0,unknown,49.199999999999996,unknown,0.0,-13.371431381924694
134,10960.0,1.7745329175856211e-09,109Zr,1.0,unknown,0.056,unknown,0.0,-20.149728593669945
135,*,9.316297817324511e-12,166Pt,0.0,unknown,0.000294,unknown,0.0,-25.39925579604855
136,355.2968,0.0347,92Nb,0.0,unknown,1095048.72,unknown,0.0,-3.3610155920293234
137,-1507.6936,29.1,243Cm,0.0,unknown,918326160.0,unknown,0.0,3.370738174177447
138,-5583.2509,1.0076811924861206e-05,155Er,0.0,unknown,318.0,unknown,0.0,-11.505273622642779
139,-23947.0,171115674195756.34,29Cl,0.0,unknown,5.4e+21,unknown,0.0,32.77336090102223
140,-1074.8477,50.0,193Pt,0.0,7.06,1577880000.0,0.0007752292854296174,0.0,3.912023005428146
141,-2404.0737,0.00010000760514107536,70As,0.0,228,3155.9999999999995,34507.133656316066,0.0,-9.21026432345719
142,*,1.4259639516313027e-09,70Kr,0.0,unknown,0.045,unknown,0.0,-20.368417794634773
143,3436.3252,2.946992166704692e-06,113Pd,1.0,unknown,92.99999999999999,unknown,0.0,-12.7347255122697
144,-523.986,0.004734200319415925,188Ir,0.0,530,149400.0,630.9910217282675,0.0,-5.352942453742102
145,-6742.0,6.65449844094608e-08,228Pu,0.0,unknown,2.1,unknown,0.0,-16.52538766069358
146,-5163.3651,3.9610109767536186e-10,258Rf,0.0,unknown,0.012499999999999999,unknown,0.0,-21.64935164009684
147,890.6058,0.08985626283367557,84Rb,0.039,340.5,2835648.0,47.80157675952043,2.595910659759013e-148,-2.409543964968864
148,14028.8125,3.2004968692169236e-09,41P,1.0,unknown,0.10099999999999999,unknown,0.0,-19.559959767563832
149,12520.0,9.506426344208685e-10,90Ge,0.0,unknown,0.03,unknown,0.0,-20.773882902742937
150,-11924.0,9.189545466068395e-10,90Rh,0.0,unknown,0.028999999999999998,unknown,0.0,-20.80778445441862
151,-2153.6712,unknown,126Te,0.0,unknown,unknown,unknown,0.0,0.0
152,-641.6252,1600.0,226Ra,0.0,4601,50492160000.0,0.013482670954448734,0.0,7.3777589082278725
153,6498.7491,9.252921641696453e-09,110Mo,1.0,unknown,0.292,unknown,0.0,-18.49832648213681
154,15440.0,4.753213172104343e-10,77Co,1.0,unknown,0.015,unknown,0.0,-21.467030083302884
155,5913.0,1.3308996881892158e-05,226At,0.0,unknown,419.99999999999994,unknown,0.0,-11.227070294145541
156,-11660.0,1.0140188100489264e-07,85Mo,0.0,unknown,3.1999999999999997,unknown,0.0,-16.104174195617276
157,-5144.3643,unknown,14N,0.0,unknown,unknown,unknown,0.0,0.0
158,3896.0,4.4363322939640525e-07,187Hf,0.0,unknown,13.999999999999998,unknown,0.0,-14.628267675807697
159,-14344.9407,unknown,28Si,0.0,unknown,unknown,unknown,0.0,0.0
160,7527.1313,1.3340684969706187e-08,117Rh,1.0,unknown,0.42099999999999993,unknown,0.0,-18.13244745072271
161,-1574.7296,0.0005570765837706289,94Tc,0.0,129,17580.0,2610.3045996896594,0.0,-7.492807834183788
162,9277.3463,2.8519279032626053e-09,54Ca,1.0,unknown,0.09,unknown,0.0,-19.67527061407483
163,-12944.8214,1.889560676350546e-08,41Sc,0.0,unknown,0.5962999999999998,unknown,0.0,-17.78433638827603
164,6605.9659,1.330899688189216e-07,73Cu,1.0,unknown,4.2,unknown,0.0,-15.832240480133633
165,6844.8422,6.806601262453418e-07,45Ar,1.0,unknown,21.48,unknown,0.0,-14.200202735782291
166,-8374.7035,9.544452049585519e-06,95Rh,0.0,unknown,301.2,unknown,0.0,-11.559550509497218
167,7830.0,2.7885517276345475e-09,124Pd,1.0,unknown,0.088,unknown,0.0,-19.697743469926888
168,1785.1041,3.707506274241387e-05,163Tb,1.0,unknown,1170.0,unknown,0.0,-10.202565977631155
169,-1680.7697,3.1181078409004484e-06,126Cs,0.0,455,98.39999999999999,1222851.699441949,0.0,-12.678284201364749
170,-3656.5811,0.0002680812229066849,187Pt,0.0,unknown,8460.0,unknown,0.0,-8.224220552822686
171,-7154.0,1.0457068978629552e-07,136Eu,0.0,unknown,3.3,unknown,0.0,-16.07340253695052
172,1261.6634,4.458513955433873e-05,239U,1.0,350,1406.9999999999998,34795.720919706975,5.43308978053556e-31,-10.018109948308567
173,-1649.0,3.8025705376834734e-07,286Nh,0.0,unknown,11.999999999999998,unknown,0.0,-14.782418355634956
174,1969.0,1.267523512561158e-06,192W,0.0,unknown,40.0,unknown,0.0,-13.57844555130902
175,-22935.0,4.753213172104343e-10,31Ar,0.0,unknown,0.015,unknown,0.0,-21.467030083302884
176,-1471.556,unknown,146Nd,0.0,unknown,unknown,unknown,0.0,0.0
177,8828.1511,5.0700940502446315e-09,125Ag,1.0,unknown,0.15999999999999998,unknown,0.0,-19.099906469171266
178,*,7.288260197226657e-11,197Fr,0.0,unknown,0.0022999999999999995,unknown,0.0,-23.342171161469988
179,-4031.455,1.6953126980505486e-06,112Sb,0.0,unknown,53.49999999999999,unknown,0.0,-13.287643351520995
180,15050.0,3.802570537683474e-10,59Sc,0.0,unknown,0.012,unknown,0.0,-21.690173634617093
181,13895.9838,1.9621263974446726e-08,18N,1.0,unknown,0.6192,unknown,0.0,-17.746651962129576
182,-23648.6215,34856896595431.848,15F,0.0,unknown,1.1000000000000001e+21,unknown,0.0,31.18227212725633
183,10388.0361,8.936040763556164e-09,39P,1.0,unknown,0.282,unknown,0.0,-18.53317321346698
184,7306.0,1.6088042183182497e-08,74Ni,1.0,unknown,0.5076999999999999,unknown,0.0,-17.945189562451745
185,1660.854,0.005019393109742185,202Pt,1.0,unknown,158400.0,unknown,0.0,-5.294446247060494
186,-515.0,0.00018252338580880675,259Md,0.0,unknown,5760.0,unknown,0.0,-8.608632251733018
187,-5050.0,1.0932390295839987e-06,248Fm,0.0,unknown,34.5,unknown,0.0,-13.726365681385643
188,-2324.0,9.126169290440336e-06,240Bk,0.0,unknown,287.99999999999994,unknown,0.0,-11.60436452528701
189,-6179.2631,2.8772149973382002e-05,65Ga,0.0,327.6,907.9799999999999,185543.29287851343,0.0,-10.456102653495966
190,-5372.5686,9.316297817324511e-06,169Ta,0.0,unknown,294.0,unknown,0.0,-11.583745238084274
191,6014.8503,6.65449844094608e-08,123Cd,1.0,unknown,2.1,unknown,0.0,-16.52538766069358
192,2702.7013,2.545820974979086e-05,147Pr,1.0,72,803.4,20377.587405111677,3.595635396550585e-33,-10.578472283497774
193,-23275.0,4.537734174968945e-09,24Si,0.0,unknown,0.1432,unknown,0.0,-19.21083802987855
194,-4727.0905,4.911653611174487e-07,182Au,0.0,unknown,15.5,unknown,0.0,-14.526484981497754
195,-1227.0,2.2181661469820265e-08,276Mt,0.0,unknown,0.7,unknown,0.0,-17.62399994936169
196,3508.5089,7.833295307627956e-06,152Pm,1.0,unknown,247.2,unknown,0.0,-11.75712727983942
197,12005.458,3.4856896595431844e-10,56Ca,1.0,unknown,0.011,unknown,0.0,-21.777185011606722
198,12657.0,8.714224148857961e-10,65Cr,1.0,unknown,0.0275,unknown,0.0,-20.860894279732566
199,8899.0,6.33761756280579e-09,168Eu,1.0,unknown,0.19999999999999998,unknown,0.0,-18.876762917857057
200,4970.2419,1.0362004715187467e-06,53Ti,1.0,unknown,32.7,unknown,0.0,-13.779949927519748
201,-7714.9651,1.3625877760032448e-06,119Cs,0.0,unknown,43.0,unknown,0.0,-13.506124889729394
202,11129.0,3.263873044844982e-09,141Sb,1.0,unknown,0.103,unknown,0.0,-19.54035129617546
203,-4829.9942,0.00013480112556087917,185Pt,0.0,unknown,4254.000000000001,unknown,0.0,-8.911710009662773
204,-6425.9062,1.5558851116688213e-06,185Hg,0.0,unknown,49.099999999999994,unknown,0.0,-13.373465970622481
205,722.7849,0.00645037645448323,239Np,1.0,57,203558.4,39.17815238342688,1.1741523270315788e-16,-5.043616784841468
206,1815.4592,0.3141409993155373,182Ta,1.0,6.35,9913536.0,0.11768754371092711,1.1161625998807225e-05,-1.1579133514570839
207,521.0,1.901285268841737e-06,252Cm,0.0,unknown,60.0,unknown,0.0,-13.172980443200855
208,19536.0,unknown,27O,0.0,unknown,unknown,unknown,0.0,0.0
209,-3878.7573,0.068,146Sm,0.0,2460,2145916.8000000003,262.5584898718445,0.0,-2.6882475738060303
210,936.2686,180.0,158Tb,0.166,193.3,5680368000.0,0.007202032695523624,2.758221621440918e-83,5.19295685089021
211,-4711.3256,unknown,132Ba,0.0,unknown,unknown,unknown,0.0,0.0
212,2922.7819,6.331279945242984e-06,224Fr,1.0,unknown,199.8,unknown,0.0,-11.970008139208502
213,-9025.4327,4.0560752401957055e-07,89Tc,0.0,unknown,12.799999999999999,unknown,0.0,-14.717879834497385
214,5610.0,4.531396557406139e-08,173Dy,1.0,unknown,1.4299999999999997,unknown,0.0,-16.90965056115114
215,18082.568,1.5844043907014473e-10,27F,1.0,unknown,0.004999999999999999,unknown,0.0,-22.56564237197099
216,-7761.2089,1.2871701270058558e-05,166Hf,0.0,unknown,406.19999999999993,unknown,0.0,-11.260479356276672
217,11806.0982,2.915304078890663e-09,18C,1.0,unknown,0.09199999999999998,unknown,0.0,-19.653291707356054
218,-2843.3243,unknown,22Ne,0.0,unknown,unknown,unknown,0.0,0.0
219,-1136.4195,unknown,104Ru,0.0,unknown,unknown,unknown,0.0,0.0
220,-17366.0,1.771364108804218e-09,55Cu,0.0,unknown,0.05589999999999999,unknown,0.0,-20.15151590424404
221,-767.4346,432.6,241Am,0.0,5321.9,13651817760.0,0.05408989562475451,0.0,6.069813513518959
222,-13612.0,8.555783709787816e-08,112Xe,0.0,unknown,2.6999999999999997,unknown,0.0,-16.274073232412672
223,*,6.33761756280579e-07,231Cm,0.0,unknown,20.0,unknown,0.0,-14.271592731868965
224,*,6.33761756280579e-09,119Ce,0.0,unknown,0.19999999999999998,unknown,0.0,-18.876762917857057
225,660.7415,0.00014069510989428853,178Yb,1.0,unknown,4440.0,unknown,0.0,-8.868915349996685
226,19169.0,2.4082946738662e-10,39Al,1.0,unknown,0.007599999999999999,unknown,0.0,-22.14693203711281
227,*,3.1688087814028947e-13,267Ds,0.0,unknown,9.999999999999999e-06,unknown,0.0,-28.780250470393185
228,9380.2388,1.863259563464902e-08,140I,1.0,unknown,0.5879999999999999,unknown,0.0,-17.798353336506466
229,-14799.0,2.6998250817552663e-09,75Sr,0.0,unknown,0.08519999999999998,unknown,0.0,-19.73007885056982
230,-2881.5569,3.2321849570309526e-05,134Pr,0.0,unknown,1019.9999999999999,unknown,0.0,-10.33976709914464
231,-8029.3747,9.630009886683397e-05,136Nd,0.0,285,3039.0,23055.921727192774,0.0,-9.248041212506163
232,1285.7287,0.0002660278348163358,165Dy,1.0,56.6,8395.199999999999,1366.2817770940196,3.4273378258828874e-26,-8.231909612490508
233,-21890.0,6.65449844094608e-10,60Ge,0.0,unknown,0.021,unknown,0.0,-21.13055784668167
234,644.0152,0.00036903947068218115,209Pb,1.0,197.5,11646.0,2713.237859081411,9.334056337907723e-25,-7.9046069530258904
235,-8535.0,2.2181661469820265e-08,148Tm,0.0,unknown,0.7,unknown,0.0,-17.62399994936169
236,-7104.9299,8.74591223667199e-06,75Kr,0.0,unknown,276.0,unknown,0.0,-11.646924139705806
237,-13311.5932,665449844094607.9,16F,0.0,unknown,2.1e+22,unknown,0.0,34.131484385175426
238,2528.0,1.7396760209901892e-06,170Dy,1.0,unknown,54.9,unknown,0.0,-13.26181165690747
239,2228.3252,0.002207392197125257,194Ir,1.0,69.7,69660.00000000001,172.4654801038472,9.721610256133932e-20,-6.1159434615029635
240,-8188.5003,2.2308413821076383e-06,81Y,0.0,unknown,70.4,unknown,0.0,-13.01313174225896
241,4162.3582,7.2591071564377515e-06,137Xe,1.0,unknown,229.07999999999998,unknown,0.0,-11.8332537178973
242,-8413.4492,1.6477805663295054e-07,159Hf,0.0,unknown,5.2,unknown,0.0,-15.618666379835574
243,-3404.808,0.001830937713894593,119Te,0.0,unknown,57780.00000000001,unknown,0.0,-6.30292703140273
244,*,3.200496869216924e-11,135Tb,0.0,unknown,0.00101,unknown,0.0,-24.165129953551926
245,893.1015,unknown,248Bk,0.0,unknown,unknown,unknown,0.0,0.0
246,-5410.0,6.33761756280579e-08,227Pu,0.0,unknown,1.9999999999999998,unknown,0.0,-16.57417782486301
247,15730.0,1.901285268841737e-10,69Cr,0.0,unknown,0.006,unknown,0.0,-22.383320815177036
248,-4705.0786,4.803914112606788e-06,68As,0.0,unknown,151.6,unknown,0.0,-12.246079532214685
249,2003.3657,9.506426344208685e-12,216At,0.0,7240,0.00030000000000000003,1617022706.5108056,0.0,-25.37905308873103
250,2137.8808,0.0002871891398585444,65Ni,1.0,128.4,9063.0,7288.192650993327,3.372593100484995e-25,-8.155369535368175
251,-5173.5182,1.44497680431972e-05,173W,0.0,unknown,456.0,unknown,0.0,-11.14483219590857
252,4385.6489,1.955155018125586e-07,123In,1.0,unknown,6.169999999999999,unknown,0.0,-15.447626167505659
