decay_routes
"26F,B-,100%,14042.4keV,0.0082seconds,26Ne,B-,100%,3348.12keV,0.197seconds,26Na,B-,100%,3356.1keV,1.07128seconds,26Mg,stable"
"26F,B-N,13.5%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"26F,B-,100%,14042.4keV,0.0082seconds,26Ne,B-N,0.13%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
