decay_routes
"138Nd,EC+B+,100%,0.0keV,18144seconds,138Pr,EC+B+,100%,1158.55keV,87seconds,138Ce,2EC,100%,2EC not yet accounted for,2EC not accounted for ,2EC not yet accounted for"
