decay_routes
"87Br,B-,100%,1170.0keV,55.68seconds,87Kr,B-,100%,1330.87keV,4578seconds,87Rb,B-,100%,81.7keV,1.5683792209372224e18seconds,87Sr,stable"
"87Br,B-N,2.6%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
