decay_routes
"104Sn,EC+B+,100%,629.22keV,20.8seconds,104In,EC+B+,100%,496.84keV,108seconds,104Cd,EC+B+,100%,0.0keV,3462seconds,104Ag,EC+B+,100%,76.9keV,4152seconds,104Pd,stable"
