decay_routes
"191Pb,EC+B+,99.987%,0.0keV,79.8seconds,EC+B+ not yet accounted for"
"191Pb,A,0.013%,0.688keV,79.8seconds,187Hg,EC+B+,100%,0.0keV,114seconds,EC+B+ not yet accounted for"
"191Pb,A,0.013%,0.688keV,79.8seconds,187Hg,A,0.00037%,0.604keV,114seconds,183Pt,EC+B+,100%,0.0keV,390seconds,EC+B+ not yet accounted for"
"191Pb,A,0.013%,0.688keV,79.8seconds,187Hg,A,0.00037%,0.604keV,114seconds,183Pt,A,0.0096%,0.453keV,390seconds,179Os,EC+B+,100%,0.0keV,390seconds,EC+B+ not yet accounted for"
