decay_routes
"53Ca,B-,100%,1713.6keV,0.461seconds,53Sc,B-,100%,Energy not foundkeV,2.6seconds,53Ti,B-,100%,1413.57keV,32.7seconds,53V,B-,100%,1009.04keV,92.58seconds,53Cr,stable"
"53Ca,B-N,40%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"53Ca,B-,100%,1713.6keV,0.461seconds,53Sc,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
