decay_routes
"61Ge,EC+B+,100%,2348.5keV,0.044seconds,61Ga,EC+B+,100%,3862.34keV,0.167seconds,61Zn,EC+B+,100%,1860.98keV,89.1seconds,61Cu,EC+B+,100%,306.69keV,12020.4seconds,61Ni,stable"
"61Ge,ECP,62%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"61Ge,EC+B+,100%,2348.5keV,0.044seconds,61Ga,ECP,0.25%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
