decay_routes
"201Rn,A, %,5350.53keV,7seconds,197Po,EC+B+,56%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"201Rn,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"201Rn,A, %,5350.53keV,7seconds,197Po,A,44%,2763.64keV,84seconds,193Pb,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
