decay_routes
"110I,EC+B+,83%,0.0keV,0.664seconds,EC+B+ not yet accounted for"
"110I,A,17%,585.48keV,0.664seconds,106Sb,EC+B+, %,0.0keV,0.6seconds,EC+B+ not yet accounted for"
"110I,ECP,11%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
