decay_routes
"58V,B-,100%,1906.9keV,0.191seconds,58Cr,B-,100%,1964.25keV,7seconds,58Mn,B-,100%,2812.07keV,3seconds,58Fe,stable"
"58V,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
