decay_routes
"210Rn,A,96%,5799.32keV,8640seconds,206Po,EC+B+,94.55%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"210Rn,EC+B+,4%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"210Rn,A,96%,5799.32keV,8640seconds,206Po,A,5.45%,284.69keV,760320seconds,202Pb,EC,100%,EC not yet accounted for,1656738613666.08seconds,EC not yet accounted for"
"210Rn,A,96%,5799.32keV,8640seconds,206Po,A,5.45%,284.69keV,760320seconds,202Pb,A,1%,25.39keV,1656738613666.08seconds,198Hg,stable"
