decay_routes
"212Rn,A,100%,6263.66keV,1434seconds,208Po,A,99.996%,5114.7keV,91451971.47436762seconds,204Pb,A, %,1933.0keV,4.41796963644288e24seconds,200Hg,stable"
"212Rn,A,100%,6263.66keV,1434seconds,208Po,EC+B+,0.004%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
