decay_routes
"222U,A,100%,Energy not foundkeV,0.0000047seconds,218Th,A,100%,9666.0keV,0.000000122seconds,214Ra,A,99.941%,7131.78keV,2.438seconds,210Rn,A,96%,5799.32keV,8640seconds,206Po,EC+B+,94.55%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"222U,A,100%,Energy not foundkeV,0.0000047seconds,218Th,A,100%,9666.0keV,0.000000122seconds,214Ra,EC,0.059%,EC not yet accounted for,2.438seconds,EC not yet accounted for"
"222U,A,100%,Energy not foundkeV,0.0000047seconds,218Th,A,100%,9666.0keV,0.000000122seconds,214Ra,A,99.941%,7131.78keV,2.438seconds,210Rn,EC+B+,4%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"222U,A,100%,Energy not foundkeV,0.0000047seconds,218Th,A,100%,9666.0keV,0.000000122seconds,214Ra,A,99.941%,7131.78keV,2.438seconds,210Rn,A,96%,5799.32keV,8640seconds,206Po,A,5.45%,284.69keV,760320seconds,202Pb,EC,100%,EC not yet accounted for,1656738613666.08seconds,EC not yet accounted for"
"222U,A,100%,Energy not foundkeV,0.0000047seconds,218Th,A,100%,9666.0keV,0.000000122seconds,214Ra,A,99.941%,7131.78keV,2.438seconds,210Rn,A,96%,5799.32keV,8640seconds,206Po,A,5.45%,284.69keV,760320seconds,202Pb,A,1%,25.39keV,1656738613666.08seconds,198Hg,stable"
