decay_routes
"184Bi,A,100%,0.0keV,0.013seconds,180Tl,EC+B+,94%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"184Bi,A,100%,0.0keV,0.013seconds,180Tl,A,6%,0.0keV,1.09seconds,176Au,stable"
"184Bi,A,100%,0.0keV,0.013seconds,180Tl,ECSF,0.0032%,ECSF not yet accounted for,ECSF not accounted for ,ECSF not yet accounted for"
