decay_routes
"150Tm,EC+B+,100%,2378.65keV,2.2seconds,150Er,EC+B+,100%,470.58keV,18.5seconds,150Ho,EC+B+,100%,689.13keV,72seconds,150Dy,EC+B+,64%,0.096keV,430.2seconds,150Tb,EC+B+,100%,391.55keV,12528seconds,150Gd,A,100%,2726.0keV,56486897494519.68seconds,146Sm,A,100%,2460.0keV,2.145870966272256e15seconds,142Nd,stable"
"150Tm,ECP,1.2%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
"150Tm,EC+B+,100%,2378.65keV,2.2seconds,150Er,EC+B+,100%,470.58keV,18.5seconds,150Ho,EC+B+,100%,689.13keV,72seconds,150Dy,A,36%,1421.95keV,430.2seconds,146Gd,EC+B+,100%,0.0keV,4170528seconds,146Eu,EC+B+,100%,31.8keV,398304seconds,146Sm,A,100%,2460.0keV,2.145870966272256e15seconds,142Nd,stable"
"150Tm,EC+B+,100%,2378.65keV,2.2seconds,150Er,EC+B+,100%,470.58keV,18.5seconds,150Ho,EC+B+,100%,689.13keV,72seconds,150Dy,EC+B+,64%,0.096keV,430.2seconds,150Tb,A,0.05%,0.0244keV,12528seconds,146Eu,EC+B+,100%,31.8keV,398304seconds,146Sm,A,100%,2460.0keV,2.145870966272256e15seconds,142Nd,stable"
