decay_routes
"117Pd,B-,100%,1892.45keV,4.3seconds,117Ag,B-,100%,1077.59keV,72.8seconds,117Cd,B-,100%,1178.45keV,8964seconds,117In,B-,100%,245.17keV,2592seconds,117Sn,stable"
