decay_routes
"126Pr,EC+B+,100%,0.0keV,3.14seconds,126Ce,EC+B+,100%,0.0keV,51seconds,126La,EC+B+,0%,0.0keV,54seconds,126Ba,EC+B+,100%,1.81keV,6000seconds,126Cs,EC+B+,100%,1313.52keV,98.58seconds,126Xe,stable"
"126Pr,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
