decay_routes
"64Cr,B-,100%,4377.58keV,0.0429seconds,64Mn,B-,100%,3712.75keV,0.09seconds,64Fe,B-,100%,2237.5keV,2seconds,64Co,B-,100%,3288.65keV,0.3seconds,64Ni,stable"
"64Cr,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"64Cr,B-,100%,4377.58keV,0.0429seconds,64Mn,B-N,2.7%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
