decay_routes
"38P,B-,100%,1956.8keV,0.64seconds,38S,B-,100%,455.82keV,10218seconds,38Cl,B-,100%,1526.02keV,2233.8seconds,38Ar,stable"
"38P,B-N,12%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
