decay_routes
"144Dy,EC+B+,100%,0.0keV,9.1seconds,144Tb,EC+B+,100%,0.0keV,1seconds,144Gd,EC+B+,100%,0.0keV,268.2seconds,144Eu,EC+B+,100%,2056.45keV,10.2seconds,144Sm,stable"
"144Dy,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
