decay_routes
"153Lu,EC+B+, %,0.0keV,0.9seconds,EC+B+ not yet accounted for"
"153Lu,A, %,0.0keV,0.9seconds,149Tm,EC+B+,100%,0.0keV,0.9seconds,EC+B+ not yet accounted for"
"153Lu,A, %,0.0keV,0.9seconds,149Tm,ECP,0.2%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
