decay_routes
"114Pd,B-,100%,526.09keV,145.2seconds,114Ag,B-,100%,2150.0keV,4.6seconds,114Cd,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
