decay_routes
"256Md,EC,90.8%,EC not yet accounted for,4662seconds,EC not yet accounted for"
"256Md,A,9.2%,669.59keV,4662seconds,252Es,A,78%,5150.54keV,40754880seconds,248Bk,stable"
"256Md,SF,3%,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"256Md,A,9.2%,669.59keV,4662seconds,252Es,EC,22%,EC not yet accounted for,40754880seconds,EC not yet accounted for"
