decay_routes
"136Sm,EC+B+,100%,0.0keV,47seconds,136Pm,EC+B+,100%,2106.51keV,300seconds,136Nd,EC+B+,100%,19.05keV,3039seconds,136Pr,EC+B+,100%,764.31keV,786seconds,136Ce,2EC, %,2EC not yet accounted for,2EC not accounted for ,2EC not yet accounted for"
