decay_routes
"152Dy,EC+B+,99.9%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"152Dy,A,0.1%,3.63keV,8568seconds,148Gd,A,100%,3182.69keV,2243697436.7934914seconds,144Sm,stable"
