decay_routes
"29S,EC+B+,100%,4049.44keV,0.188seconds,29P,EC+B+,100%,1770.12keV,4.142seconds,29Si,stable"
"29S,ECP,47%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
