decay_routes
"76Ni,B-,100%,3379.0keV,0.238seconds,76Cu,B-,100%,3113.0keV,0.641seconds,76Zn,B-,100%,1590.0keV,5.7seconds,76Ga,B-,100%,1800.82keV,32.6seconds,76Ge,stable"
"76Ni,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"76Ni,B-,100%,3379.0keV,0.238seconds,76Cu,B-N,3%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
