decay_routes
"187Hf,B-,100%,Energy not foundkeV, seconds,187Ta,B-,100%,Energy not foundkeV, seconds,187W,B-,100%,245.25keV,86400seconds,187Re,B-,100%,0.618keV,1.3664148946998336e18seconds,187Os,stable"
"187Hf,B-,100%,Energy not foundkeV, seconds,187Ta,B-,100%,Energy not foundkeV, seconds,187W,B-,100%,245.25keV,86400seconds,187Re,A,0.0001%,0.0keV,1.3664148946998336e18seconds,183Ta,B-,100%,187.84keV,440640seconds,183W,A, %,0.0keV,2.114314040297664e28seconds,179Hf,stable"
