decay_routes
"127Pd,B-,100%,3136.94keV,0.038seconds,127Ag,B-,100%,2887.0keV,0.109seconds,127Cd,B-,100%,2073.0keV,0.37seconds,127In,B-,100%,2199.03keV,1.09seconds,127Sn,B-,100%,557.24keV,7560seconds,127Sb,B-,100%,308.66keV,332640seconds,127Te,B-,100%,226.05keV,33660seconds,127I,stable"
"127Pd,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"127Pd,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"127Pd,B-,100%,3136.94keV,0.038seconds,127Ag,B-,100%,2887.0keV,0.109seconds,127Cd,B-,100%,2073.0keV,0.37seconds,127In,B-N,0.03%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
