decay_routes
"211Tl,B-,100%,412.66keV,88seconds,211Pb,B-,100%,446.25keV,2166seconds,211Bi,A,99.724%,6548.88keV,128.4seconds,207Tl,B-,100%,491.59keV,286.2seconds,207Pb,stable"
"211Tl,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"211Tl,B-,100%,412.66keV,88seconds,211Pb,B-,100%,446.25keV,2166seconds,211Bi,B-,0.276%,47.72keV,128.4seconds,211Po,A,100%,7442.49keV,0.516seconds,207Pb,stable"
