decay_routes
"233Cm,EC+B+,80%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"233Cm,A,20%,0.0keV,23seconds,229Pu,A,100%,Energy not foundkeV,90seconds,225U,A,100%,7855.21keV,0.069seconds,221Th,A,100%,8243.78keV,0.00174seconds,217Ra,A,100%,nothingkeV,0.0000016seconds,213Rn,A,100%,8072.45keV,0.0194seconds,209Po,A,99.546%,4857.73keV,3913058820.849408seconds,205Pb,EC,100%,EC not yet accounted for,536467741568064seconds,EC not yet accounted for"
"233Cm,A,20%,0.0keV,23seconds,229Pu,A,100%,Energy not foundkeV,90seconds,225U,A,100%,7855.21keV,0.069seconds,221Th,A,100%,8243.78keV,0.00174seconds,217Ra,A,100%,nothingkeV,0.0000016seconds,213Rn,A,100%,8072.45keV,0.0194seconds,209Po,EC+B+,0.454%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
