decay_routes
"97Rb,B-,100%,3011.76keV,0.1691seconds,97Sr,B-,100%,2282.91keV,0.429seconds,97Y,B-,100%,2196.56keV,3.75seconds,97Zr,B-,100%,704.9keV,60296.4seconds,97Nb,B-,100%,467.5keV,4326seconds,97Mo,stable"
"97Rb,B-N,25.5%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"97Rb,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"97Rb,B-,100%,3011.76keV,0.1691seconds,97Sr,B-N,0.05%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"97Rb,B-,100%,3011.76keV,0.1691seconds,97Sr,B-,100%,2282.91keV,0.429seconds,97Y,B-N,0.055%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
