decay_routes
"86Ge,B-,100%,3362.0keV,0.226seconds,86As,B-,100%,3317.0keV,0.945seconds,86Se,B-,100%,1627.3keV,14.3seconds,86Br,B-,100%,1687.0keV,55.1seconds,86Kr,stable"
"86Ge,B-N,45%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"86Ge,B-,100%,3362.0keV,0.226seconds,86As,B-N,35.5%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"86Ge,B-,100%,3362.0keV,0.226seconds,86As,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
