decay_routes
"32Cl,EC+B+,100%,7562.44keV,0.298seconds,32S,stable"
"32Cl,ECA,0.054%,ECA not yet accounted for,ECA not accounted for ,ECA not yet accounted for"
"32Cl,ECP,0.026%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
