decay_routes
"246Md,A,100%,0.0keV,0.9seconds,242Es,EC+B+,0%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"246Md,EC, %,EC not yet accounted for,0.9seconds,EC not yet accounted for"
"246Md,SF, %,SF not yet accounted for,SF not accounted for ,SF not yet accounted for"
"246Md,A,100%,0.0keV,0.9seconds,242Es,A,0%,3387.43keV,13.5seconds,238Bk,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"246Md,A,100%,0.0keV,0.9seconds,242Es,A,0%,3387.43keV,13.5seconds,238Bk,ECF,0.048%,ECF not yet accounted for,ECF not accounted for ,ECF not yet accounted for"
