decay_routes
"90Pd,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"90Pd,2P, %,2P not yet accounted for,2P not accounted for ,88Ru"
"90Pd,ECP, %,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
