decay_routes
"130Cs,EC+B+,98.4%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"130Cs,B-,1.6%,2.11keV,1752.6seconds,130Ba,stable"
