decay_routes
"211At,EC,58.2%,EC not yet accounted for,25970.4seconds,EC not yet accounted for"
"211At,A,41.8%,2453.73keV,25970.4seconds,207Bi,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
