decay_routes
"106Sr,B-,100%,4080.72keV,0.02seconds,106Y,B-,100%,3813.0keV,0.079seconds,106Zr,B-,100%,2138.0keV,0.18seconds,106Nb,B-,100%,3313.0keV,1.02seconds,106Mo,B-,100%,1212.18keV,8.73seconds,106Tc,B-,100%,1457.0keV,35.6seconds,106Ru,B-,100%,10.03keV,32123520seconds,106Rh,B-,100%,1410.03keV,30.07seconds,106Pd,stable"
"106Sr,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"106Sr,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"106Sr,B-,100%,4080.72keV,0.02seconds,106Y,B-2N, %,B-2N not yet accounted for,B-2N not accounted for ,B-2N not yet accounted for"
"106Sr,B-,100%,4080.72keV,0.02seconds,106Y,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"106Sr,B-,100%,4080.72keV,0.02seconds,106Y,B-,100%,3813.0keV,0.079seconds,106Zr,B-N,7%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"106Sr,B-,100%,4080.72keV,0.02seconds,106Y,B-,100%,3813.0keV,0.079seconds,106Zr,B-,100%,2138.0keV,0.18seconds,106Nb,B-N,4.5%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
