decay_routes
"193At,A,100%,7235.0keV,0.028seconds,189Bi,A,100%,5173.75keV,0.688seconds,185Tl,EC+B+, %,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
