decay_routes
"151Sm,B-,100%,19.5keV,2840123337.71328seconds,151Eu,A, %,0.0keV,5.36467741568064e25seconds,147Pm,B-,100%,61.93keV,82786439.60174465seconds,147Sm,A,100%,2248.0keV,3.3860581570737213e18seconds,143Nd,stable"
