decay_routes
"232Pu,EC,90%,EC not yet accounted for,2028seconds,EC not yet accounted for"
"232Pu,A,10%,1513.6keV,2028seconds,228U,A,95%,6498.86keV,546seconds,224Th,A,100%,7095.55keV,1.04seconds,220Ra,A,100%,7448.48keV,0.018seconds,216Rn,A,100%,Energy not foundkeV,0.000045seconds,212Po,A,100%,8784.86keV,0.0000002943seconds,208Pb,stable"
"232Pu,A,10%,1513.6keV,2028seconds,228U,EC,5%,EC not yet accounted for,546seconds,EC not yet accounted for"
