decay_routes
"203Po,EC+B+,99.89%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"203Po,A,0.11%,5.98keV,2202seconds,199Pb,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
