decay_routes
"100Zr,B-,100%,1114.1keV,7.1seconds,100Nb,B-,100%,2414.0keV,1.4seconds,100Mo,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
"100Zr,B-,100%,1114.1keV,7.1seconds,100Nb,B-,100%,2414.0keV,1.4seconds,100Mo,2B-,100%,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
