decay_routes
"216Fr,A,100%,8615.73keV,0.0000007seconds,212At,A,100%,7650.13keV,0.314seconds,208Bi,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"216Fr,EC,0.0000002%,EC not yet accounted for,0.0000007seconds,EC not yet accounted for"
