decay_routes
"127Cd,B-,100%,2073.0keV,0.37seconds,127In,B-,100%,2199.03keV,1.09seconds,127Sn,B-,100%,557.24keV,7560seconds,127Sb,B-,100%,308.66keV,332640seconds,127Te,B-,100%,226.05keV,33660seconds,127I,stable"
"127Cd,B-,100%,2073.0keV,0.37seconds,127In,B-N,0.03%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
