decay_routes
"24Si,EC+B+,100%,0.0keV,0.14seconds,24Al,EC+B+,100%,2026.05keV,2.053seconds,24Mg,stable"
"24Si,B+P,38%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
"24Si,EC+B+,100%,0.0keV,0.14seconds,24Al,B+A,0.035%,B+A not yet accounted for,B+A not accounted for ,B+A not yet accounted for"
"24Si,EC+B+,100%,0.0keV,0.14seconds,24Al,B+P,0.0016%,B+P not yet accounted for,B+P not accounted for ,B+P not yet accounted for"
