decay_routes
"139Gd,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"139Gd,ECP,0%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
