decay_routes
"170Tb,B-,100%,1374.37keV,0.96seconds,170Dy,B-,100%,453.06keV,55seconds,170Ho,B-,100%,656.88keV,165.6seconds,170Er,stable"
"170Tb,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
