decay_routes
"140I,B-,100%,2740.24keV,0.86seconds,140Xe,B-,100%,1088.47keV,13.6seconds,140Cs,B-,100%,1910.2keV,63.7seconds,140Ba,B-,100%,274.08keV,1101686.4seconds,140La,B-,100%,525.63keV,145029.312seconds,140Ce,stable"
"140I,B-N,7.6%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
