decay_routes
"145Ho,EC+B+,100%,1390.44keV,2.4seconds,145Dy,EC+B+,100%,0.0keV,6seconds,145Tb,stable"
"145Ho,EC+B+,100%,1390.44keV,2.4seconds,145Dy,ECP,50%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
