decay_routes
"157Pr,B-,100%,2387.0keV,0.295seconds,157Nd,B-,100%,1668.0keV,1.15seconds,157Pm,B-,100%,1539.8keV,10.56seconds,157Sm,B-,100%,838.9keV,481.8seconds,157Eu,B-,100%,376.79keV,54648seconds,157Gd,stable"
"157Pr,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
