decay_routes
"184Os,A, %,0.0keV,1.767187854577152e21seconds,180W,A,100%,0.0keV,5.68024667542656e25seconds,176Hf,stable"
"184Os,2B+, %,2B+ not yet accounted for,2B+ not accounted for ,2B+ not yet accounted for"
