decay_routes
"14B,B-,100%,6560.02keV,0.0125seconds,14C,B-,100%,49.47keV,179874478055.1744seconds,14N,stable"
"14B,B-N,6.1%,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
