decay_routes
"155Ta,P,100%,0.0keV,P not accounted for ,154Hf,EC+B+,100%,0.0keV,2seconds,154Lu,stable"
"155Ta,P,100%,0.0keV,P not accounted for ,154Hf,A,0%,0.0keV,2seconds,150Yb,stable"
