decay_routes
"61Ga,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"61Ga,ECP,0.25%,ECP not yet accounted for,ECP not accounted for ,ECP not yet accounted for"
