decay_routes
"132Pr,EC+B+,100%,0.0keV,96seconds,132Ce,EC+B+,100%,0.0keV,12636seconds,132La,EC+B+,100%,543.54keV,17280seconds,132Ba,2B+, %,2B+ not yet accounted for,2B+ not accounted for ,2B+ not yet accounted for"
