decay_routes
"84Rb,EC+B+,96.1%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"84Rb,B-,3.9%,13.01keV,2835648seconds,84Sr,stable"
