decay_routes
"172Gd,B-,100%,2199.0keV, seconds,172Tb,B-,100%,1511.0keV,0.76seconds,172Dy,B-, %,1014.0keV,0.00000016seconds,172Ho,B-,100%,1253.18keV,25seconds,172Er,B-,100%,101.92keV,177480seconds,172Tm,B-,100%,491.3keV,228960seconds,172Yb,stable"
"172Gd,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
"172Gd,B-,100%,2199.0keV, seconds,172Tb,B-N, %,B-N not yet accounted for,B-N not accounted for ,B-N not yet accounted for"
