decay_routes
"204At,EC+B+,96.09%,329.81keV,547.2seconds,EC+B+ not yet accounted for"
"204At,A,3.91%,232.66keV,547.2seconds,200Bi,EC+B+,100%,126.78keV,2184seconds,EC+B+ not yet accounted for"
