decay_routes
"54Mn,EC+B+,100%,EC+B+ not yet accounted for,EC+B+ not accounted for ,EC+B+ not yet accounted for"
"54Mn,B-,0.000093%,0.000223keV,26974080seconds,54Fe,stable"
