decay_routes
"148Ce,B-,100%,585.7keV,56.8seconds,148Pr,B-,100%,1239.2keV,137.4seconds,148Nd,2B-, %,2B- not yet accounted for,2B- not accounted for ,2B- not yet accounted for"
